Industry,Ticker,Exchange,Stock Name,Punto,Name,ExOr,ExAdj,Multiplica,Numero,TickerAdj
healthcare,IQV,nyse,IQVIA Holdings Inc.,0,IQV,,,#¡VALOR!,#¡VALOR!,IQV
healthcare,JNJ,nyse,Johnson & Johnson,0,JNJ,,,#¡VALOR!,#¡VALOR!,JNJ
healthcare,LH,nyse,Laboratory Corp Of America Holdings,0,LH,,,#¡VALOR!,#¡VALOR!,LH
healthcare,LLY,nyse,Eli Lilly & Co,0,LLY,,,#¡VALOR!,#¡VALOR!,LLY
healthcare,MDT,nyse,Medtronic PLC,0,MDT,,,#¡VALOR!,#¡VALOR!,MDT
healthcare,MOH,nyse,Molina Healthcare Inc,0,MOH,,,#¡VALOR!,#¡VALOR!,MOH
healthcare,MRK,nyse,Merck,0,MRK,,,#¡VALOR!,#¡VALOR!,MRK
healthcare,PFE,nyse,Pfizer,0,PFE,,,#¡VALOR!,#¡VALOR!,PFE
healthcare,PRGO,nyse,Perrigo Company,0,PRGO,,,#¡VALOR!,#¡VALOR!,PRGO
healthcare,SMG,nyse,Scotts Miracle-Gro Company,0,SMG,,,#¡VALOR!,#¡VALOR!,SMG
healthcare,SYK,nyse,Stryker Corp,0,SYK,,,#¡VALOR!,#¡VALOR!,SYK
healthcare,THC,nyse,Tenet Healthcare Corp,0,THC,,,#¡VALOR!,#¡VALOR!,THC
healthcare,TMO,nyse,Thermo Fisher Scientific Inc,0,TMO,,,#¡VALOR!,#¡VALOR!,TMO
healthcare,UHS,nyse,Universal Health Services Inc,0,UHS,,,#¡VALOR!,#¡VALOR!,UHS
healthcare,UNH,nyse,UnitedHealth,0,UNH,,,#¡VALOR!,#¡VALOR!,UNH
healthcare,WAT,nyse,Waters Corporation,0,WAT,,,#¡VALOR!,#¡VALOR!,WAT
healthcare,ZTS,nyse,Zoetis,0,ZTS,,,#¡VALOR!,#¡VALOR!,ZTS
industrialgoods,ADT,nyse,ADT Inc.,0,ADT,,,#¡VALOR!,#¡VALOR!,ADT
industrialgoods,AGCO,nyse,AGCO Corp,0,AGCO,,,#¡VALOR!,#¡VALOR!,AGCO
industrialgoods,AIN,nyse,Albany International Corp,0,AIN,,,#¡VALOR!,#¡VALOR!,AIN
industrialgoods,AJRD,nyse,Aerojet Rocketdyne Holdings Inc,0,AJRD,,,#¡VALOR!,#¡VALOR!,AJRD
industrialgoods,AMCR,nyse,Amcor PLC,0,AMCR,,,#¡VALOR!,#¡VALOR!,AMCR
industrialgoods,AME,nyse,AMETEK Inc (New),0,AME,,,#¡VALOR!,#¡VALOR!,AME
industrialgoods,AOS,nyse,A O Smith Corp,0,AOS,,,#¡VALOR!,#¡VALOR!,AOS
industrialgoods,AQUA,nyse,Evoqua Water Technologies Corp,0,AQUA,,,#¡VALOR!,#¡VALOR!,AQUA
industrialgoods,ATI,nyse,Allegheny Technologies Inc,0,ATI,,,#¡VALOR!,#¡VALOR!,ATI
industrialgoods,AYI,nyse,Acuity Brands Inc.,0,AYI,,,#¡VALOR!,#¡VALOR!,AYI
industrialgoods,BA,nyse,Boeing,0,BA,,,#¡VALOR!,#¡VALOR!,BA
industrialgoods,BDC,nyse,Belden Inc,0,BDC,,,#¡VALOR!,#¡VALOR!,BDC
industrialgoods,BE,nyse,Bloom Energy Corp,0,BE,,,#¡VALOR!,#¡VALOR!,BE
industrialgoods,BMI,nyse,Badger Meter Inc,0,BMI,,,#¡VALOR!,#¡VALOR!,BMI
industrialgoods,BW,nyse,Babcock & Wilcox Enterprises Inc,0,BW,,,#¡VALOR!,#¡VALOR!,BW
industrialgoods,CARR,nyse,Carrier Global Corp,0,CARR,,,#¡VALOR!,#¡VALOR!,CARR
industrialgoods,CAT,nyse,Caterpillar,0,CAT,,,#¡VALOR!,#¡VALOR!,CAT
industrialgoods,CFX,nyse,Colfax Corp,0,CFX,,,#¡VALOR!,#¡VALOR!,CFX
industrialgoods,CHPT,nyse,Chargepoint Holdings Inc.,0,CHPT,,,#¡VALOR!,#¡VALOR!,CHPT
industrialgoods,CMI,nyse,Cummins Inc (Ex. Cummins Engine Inc),0,CMI,,,#¡VALOR!,#¡VALOR!,CMI
industrialgoods,CNI,nyse,Canadian National Railway Co,0,CNI,,,#¡VALOR!,#¡VALOR!,CNI
industrialgoods,CX,nyse,"Cemex, S.A.B. de C.V.",0,CX,,,#¡VALOR!,#¡VALOR!,CX
industrialgoods,DAC,nyse,Danaos Corp,0,DAC,,,#¡VALOR!,#¡VALOR!,DAC
industrialgoods,DAR,nyse,Darling Ingredients Inc,0,DAR,,,#¡VALOR!,#¡VALOR!,DAR
industrialgoods,DCI,nyse,Donaldson Company,0,DCI,,,#¡VALOR!,#¡VALOR!,DCI
industrialgoods,DE,nyse,Deere & Co,0,DE,,,#¡VALOR!,#¡VALOR!,DE
industrialgoods,DHI,nyse,D.R. Horton Inc,0,DHI,,,#¡VALOR!,#¡VALOR!,DHI
industrialgoods,DHR,nyse,Danaher Corp,0,DHR,,,#¡VALOR!,#¡VALOR!,DHR
industrialgoods,DHT,nyse,DHT Holdings Inc,0,DHT,,,#¡VALOR!,#¡VALOR!,DHT
industrialgoods,DOV,nyse,Dover Corp,0,DOV,,,#¡VALOR!,#¡VALOR!,DOV
industrialgoods,EME,nyse,Emcor Group Inc,0,EME,,,#¡VALOR!,#¡VALOR!,EME
industrialgoods,EMR,nyse,Emerson Electric Co,0,EMR,,,#¡VALOR!,#¡VALOR!,EMR
industrialgoods,ERJ,nyse,Embraer SA,0,ERJ,,,#¡VALOR!,#¡VALOR!,ERJ
industrialgoods,ETN,nyse,Eaton Corp PLC,0,ETN,,,#¡VALOR!,#¡VALOR!,ETN
industrialgoods,FLR.US,nyse,Fluor Corp,4,FLR,.US,,#¡VALOR!,#¡VALOR!,FLR
industrialgoods,FLS,nyse,Flowserve Corp,0,FLS,,,#¡VALOR!,#¡VALOR!,FLS
industrialgoods,FRO,nyse,Frontline Ltd,0,FRO,,,#¡VALOR!,#¡VALOR!,FRO
industrialgoods,FTAI,nyse,Fortress Transportation and Infrastructure Investors LLC,0,FTAI,,,#¡VALOR!,#¡VALOR!,FTAI
industrialgoods,FTV,nyse,Fortive Corporation,0,FTV,,,#¡VALOR!,#¡VALOR!,FTV
industrialgoods,GD,nyse,General Dynamics Corp,0,GD,,,#¡VALOR!,#¡VALOR!,GD
industrialgoods,GE,nyse,General Electric Co,0,GE,,,#¡VALOR!,#¡VALOR!,GE
industrialgoods,GNRC,nyse,Generac Holdings Inc,0,GNRC,,,#¡VALOR!,#¡VALOR!,GNRC
industrialgoods,GVA,nyse,Granite Construction Inc,0,GVA,,,#¡VALOR!,#¡VALOR!,GVA
industrialgoods,HEI,nyse,Heico Corporation,0,HEI,,,#¡VALOR!,#¡VALOR!,HEI
industrialgoods,HII,nyse,Huntington Ingalls Industries Inc,0,HII,,,#¡VALOR!,#¡VALOR!,HII
industrialgoods,HON,nyse,Honeywell International Inc,0,HON,,,#¡VALOR!,#¡VALOR!,HON
industrialgoods,HUBB,nyse,Hubbell Inc.,0,HUBB,,,#¡VALOR!,#¡VALOR!,HUBB
industrialgoods,HWM,nyse,Howmet Aerospace Inc,0,HWM,,,#¡VALOR!,#¡VALOR!,HWM
industrialgoods,HXL,nyse,Hexcel Corp,0,HXL,,,#¡VALOR!,#¡VALOR!,HXL
industrialgoods,IEX,nyse,IDEX Corp,0,IEX,,,#¡VALOR!,#¡VALOR!,IEX
industrialgoods,ITT,nyse,ITT Inc,0,ITT,,,#¡VALOR!,#¡VALOR!,ITT
industrialgoods,ITW,nyse,Illinois Tool Works Inc,0,ITW,,,#¡VALOR!,#¡VALOR!,ITW
industrialgoods,JBT,nyse,John Bean Technologies Corp.,0,JBT,,,#¡VALOR!,#¡VALOR!,JBT
industrialgoods,KEX,nyse,Kirby Corp,0,KEX,,,#¡VALOR!,#¡VALOR!,KEX
industrialgoods,KEYS,nyse,Keysight Technologies Inc,0,KEYS,,,#¡VALOR!,#¡VALOR!,KEYS
industrialgoods,KMT,nyse,Kennametal Inc,0,KMT,,,#¡VALOR!,#¡VALOR!,KMT
industrialgoods,KSU,nyse,Kansas City Southern,0,KSU,,,#¡VALOR!,#¡VALOR!,KSU
industrialgoods,LEN,nyse,Lennar Corp,0,LEN,,,#¡VALOR!,#¡VALOR!,LEN
industrialgoods,LII,nyse,Lennox International Inc,0,LII,,,#¡VALOR!,#¡VALOR!,LII
industrialgoods,LMT,nyse,Lockheed Martin Corporation,0,LMT,,,#¡VALOR!,#¡VALOR!,LMT
industrialgoods,LPL,nyse,LG Display Co Ltd - ADR,0,LPL,,,#¡VALOR!,#¡VALOR!,LPL
industrialgoods,LPX,nyse,Louisiana-Pacific Corp,0,LPX,,,#¡VALOR!,#¡VALOR!,LPX
industrialgoods,MAS,nyse,Masco Corp,0,MAS,,,#¡VALOR!,#¡VALOR!,MAS
industrialgoods,MDU,nyse,MDU Resources Group Inc,0,MDU,,,#¡VALOR!,#¡VALOR!,MDU
industrialgoods,MLM,nyse,Martin Marietta Materials Inc,0,MLM,,,#¡VALOR!,#¡VALOR!,MLM
industrialgoods,MTD,nyse,Mettler-Toledo International Inc,0,MTD,,,#¡VALOR!,#¡VALOR!,MTD
industrialgoods,MTW,nyse,Manitowoc Co Inc,0,MTW,,,#¡VALOR!,#¡VALOR!,MTW
industrialgoods,MTZ,nyse,MasTec Inc,0,MTZ,,,#¡VALOR!,#¡VALOR!,MTZ
industrialgoods,MWA,nyse,MUELLER WATER PRODUCTS,0,MWA,,,#¡VALOR!,#¡VALOR!,MWA
industrialgoods,NAT,nyse,Nordic American Tankers Ltd,0,NAT,,,#¡VALOR!,#¡VALOR!,NAT
industrialgoods,NOC,nyse,Northrop Grumman Corp,0,NOC,,,#¡VALOR!,#¡VALOR!,NOC
industrialgoods,NSC,nyse,Norfolk Southern Corp,0,NSC,,,#¡VALOR!,#¡VALOR!,NSC
industrialgoods,NVR,nyse,NVR Inc,0,NVR,,,#¡VALOR!,#¡VALOR!,NVR
industrialgoods,OC,nyse,Owens Corning Inc,0,OC,,,#¡VALOR!,#¡VALOR!,OC
industrialgoods,OTIS,nyse,Otis Worldwide Corp,0,OTIS,,,#¡VALOR!,#¡VALOR!,OTIS
industrialgoods,PH,nyse,Parker-Hannifin Corp,0,PH,,,#¡VALOR!,#¡VALOR!,PH
industrialgoods,PHM,nyse,PulteGroup Inc,0,PHM,,,#¡VALOR!,#¡VALOR!,PHM
industrialgoods,PKI,nyse,PerkinElmer Inc,0,PKI,,,#¡VALOR!,#¡VALOR!,PKI
industrialgoods,PNR,nyse,Pentair PLC,0,PNR,,,#¡VALOR!,#¡VALOR!,PNR
industrialgoods,PWR,nyse,Quanta Services Inc,0,PWR,,,#¡VALOR!,#¡VALOR!,PWR
industrialgoods,RBC,nyse,Regal Beloit Corp,0,RBC,,,#¡VALOR!,#¡VALOR!,RBC
industrialgoods,ROK,nyse,Rockwell Automation Inc,0,ROK,,,#¡VALOR!,#¡VALOR!,ROK
industrialgoods,ROP,nyse,Roper Technologies Inc,0,ROP,,,#¡VALOR!,#¡VALOR!,ROP
industrialgoods,RSG,nyse,Republic Services Inc,0,RSG,,,#¡VALOR!,#¡VALOR!,RSG
industrialgoods,RTX,nyse,Raytheon-Technologies,0,RTX,,,#¡VALOR!,#¡VALOR!,RTX
industrialgoods,RXN,nyse,Rexnord Corp,0,RXN,,,#¡VALOR!,#¡VALOR!,RXN
industrialgoods,SPR,nyse,Spirit AeroSystems Holdings Inc,0,SPR,,,#¡VALOR!,#¡VALOR!,SPR
industrialgoods,STNG,nyse,Scorpio Tankers Inc,0,STNG,,,#¡VALOR!,#¡VALOR!,STNG
industrialgoods,SUM,nyse,Summit Materials Inc,0,SUM,,,#¡VALOR!,#¡VALOR!,SUM
industrialgoods,SWK,nyse,Stanley Black & Decker Inc,0,SWK,,,#¡VALOR!,#¡VALOR!,SWK
industrialgoods,TDG,nyse,Transdigm Group Incorporated,0,TDG,,,#¡VALOR!,#¡VALOR!,TDG
industrialgoods,TEL.US,nyse,TE Connectivity Ltd,4,TEL,.US,,#¡VALOR!,#¡VALOR!,TEL
industrialgoods,TFII,nyse,TFI International Inc,0,TFII,,,#¡VALOR!,#¡VALOR!,TFII
industrialgoods,TOL,nyse,Toll Brothers Inc,0,TOL,,,#¡VALOR!,#¡VALOR!,TOL
industrialgoods,TPC,nyse,Tutor Perini Corp,0,TPC,,,#¡VALOR!,#¡VALOR!,TPC
industrialgoods,TPH,nyse,TRI Pointe Group,0,TPH,,,#¡VALOR!,#¡VALOR!,TPH
industrialgoods,TREX,nyse,Trex Co Inc,0,TREX,,,#¡VALOR!,#¡VALOR!,TREX
industrialgoods,TT,nyse,Trane Technologies,0,TT,,,#¡VALOR!,#¡VALOR!,TT
industrialgoods,TXT,nyse,Textron Inc,0,TXT,,,#¡VALOR!,#¡VALOR!,TXT
industrialgoods,UAVS,nyse,AgEagle Aerial Systems Inc,0,UAVS,,,#¡VALOR!,#¡VALOR!,UAVS
industrialgoods,UNP,nyse,Union Pacific Corp,0,UNP,,,#¡VALOR!,#¡VALOR!,UNP
industrialgoods,UPS,nyse,United Parcel Service Inc,0,UPS,,,#¡VALOR!,#¡VALOR!,UPS
industrialgoods,VMC,nyse,Vulcan Materials Co,0,VMC,,,#¡VALOR!,#¡VALOR!,VMC
industrialgoods,WAB,nyse,Wabtec Corp,0,WAB,,,#¡VALOR!,#¡VALOR!,WAB
industrialgoods,WM,nyse,Waste Management Inc,0,WM,,,#¡VALOR!,#¡VALOR!,WM
industrialgoods,WRK,nyse,Westrock Co,0,WRK,,,#¡VALOR!,#¡VALOR!,WRK
industrialgoods,WY,nyse,Weyerhaeuser Co,0,WY,,,#¡VALOR!,#¡VALOR!,WY
industrialgoods,XPO,nyse,XPO Logistics Inc,0,XPO,,,#¡VALOR!,#¡VALOR!,XPO
industrialgoods,XYL,nyse,Xylem Inc,0,XYL,,,#¡VALOR!,#¡VALOR!,XYL
industrialgoods,ZIM,nyse,ZIM Shipping Services Ltd,0,ZIM,,,#¡VALOR!,#¡VALOR!,ZIM
industrialgoods,ZIP,nyse,ZipRecruiter Inc.,0,ZIP,,,#¡VALOR!,#¡VALOR!,ZIP
industrialgoods,ZTO,nyse,ZTO Express Cayman Inc,0,ZTO,,,#¡VALOR!,#¡VALOR!,ZTO
services,AAP,nyse,Advance Auto Parts Inc,0,AAP,,,#¡VALOR!,#¡VALOR!,AAP
services,ABG,nyse,Asbury Automotive Group Inc,0,ABG,,,#¡VALOR!,#¡VALOR!,ABG
services,ABM,nyse,ABM Industries Inc,0,ABM,,,#¡VALOR!,#¡VALOR!,ABM
services,ACM,nyse,AECOM,0,ACM,,,#¡VALOR!,#¡VALOR!,ACM
services,ACN,nyse,Accenture PLC,0,ACN,,,#¡VALOR!,#¡VALOR!,ACN
services,AES,nyse,AES Corp,0,AES,,,#¡VALOR!,#¡VALOR!,AES
services,ALK,nyse,Alaska Air Group Inc,0,ALK,,,#¡VALOR!,#¡VALOR!,ALK
services,ALLE,nyse,Allegion,0,ALLE,,,#¡VALOR!,#¡VALOR!,ALLE
services,AMWL,nyse,American Well Corp,0,AMWL,,,#¡VALOR!,#¡VALOR!,AMWL
services,AN,nyse,AutoNation,0,AN,,,#¡VALOR!,#¡VALOR!,AN
services,ANET,nyse,Arista Networks Inc,0,ANET,,,#¡VALOR!,#¡VALOR!,ANET
services,ANF,nyse,Abercrombie & Fitch Company,0,ANF,,,#¡VALOR!,#¡VALOR!,ANF
services,AON,nyse,Aon plc,0,AON,,,#¡VALOR!,#¡VALOR!,AON
services,ARMK,nyse,Aramark,0,ARMK,,,#¡VALOR!,#¡VALOR!,ARMK
services,ARW,nyse,Arrow Electronics Inc,0,ARW,,,#¡VALOR!,#¡VALOR!,ARW
services,ASAN,nyse,Asana,0,ASAN,,,#¡VALOR!,#¡VALOR!,ASAN
services,ATIP,nyse,ATI Physical Therapy Inc,0,ATIP,,,#¡VALOR!,#¡VALOR!,ATIP
services,ATUS,nyse,Altice USA Inc A,0,ATUS,,,#¡VALOR!,#¡VALOR!,ATUS
services,AZO,nyse,Autozone Inc,0,AZO,,,#¡VALOR!,#¡VALOR!,AZO
services,BABA,nyse,Alibaba,0,BABA,,,#¡VALOR!,#¡VALOR!,BABA
services,BAH,nyse,Booz Allen Hamilton Holding Corp,0,BAH,,,#¡VALOR!,#¡VALOR!,BAH
services,BBWI,nyse,Bath & Body Works Inc,0,BBWI,,,#¡VALOR!,#¡VALOR!,BBWI
services,BBY,nyse,Best Buy Co Inc,0,BBY,,,#¡VALOR!,#¡VALOR!,BBY
services,BIG,nyse,Big Lots Inc,0,BIG,,,#¡VALOR!,#¡VALOR!,BIG
services,BURL,nyse,Burlington Stores Inc,0,BURL,,,#¡VALOR!,#¡VALOR!,BURL
services,CIEN,nyse,Ciena Corp,0,CIEN,,,#¡VALOR!,#¡VALOR!,CIEN
services,CMG,nyse,Chipotle Mexican Grill Inc,0,CMG,,,#¡VALOR!,#¡VALOR!,CMG
services,DAL,nyse,Delta Air Lines Inc (DE),0,DAL,,,#¡VALOR!,#¡VALOR!,DAL
services,DASH.US,nyse,DoorDash Inc,5,DASH,.US,,#¡VALOR!,#¡VALOR!,DASH
services,DDS,nyse,Dillards Inc,0,DDS,,,#¡VALOR!,#¡VALOR!,DDS
services,DIS,nyse,Walt Disney,0,DIS,,,#¡VALOR!,#¡VALOR!,DIS
services,DKS,nyse,Dicks Sporting Goods Inc,0,DKS,,,#¡VALOR!,#¡VALOR!,DKS
services,DPZ,nyse,Domino's Pizza Inc,0,DPZ,,,#¡VALOR!,#¡VALOR!,DPZ
services,DRI,nyse,Darden Restaurants Inc,0,DRI,,,#¡VALOR!,#¡VALOR!,DRI
services,EAT,nyse,Brinker Intl.,0,EAT,,,#¡VALOR!,#¡VALOR!,EAT
services,EB,nyse,Eventbrite Inc,0,EB,,,#¡VALOR!,#¡VALOR!,EB
services,EGHT,nyse,8x8 Inc,0,EGHT,,,#¡VALOR!,#¡VALOR!,EGHT
services,FDS,nyse,Factset Research Systems Inc.,0,FDS,,,#¡VALOR!,#¡VALOR!,FDS
services,FDX,nyse,FedEx Corporation,0,FDX,,,#¡VALOR!,#¡VALOR!,FDX
services,FLT,nyse,FleetCor Technologies,0,FLT,,,#¡VALOR!,#¡VALOR!,FLT
services,FSLY,nyse,Fastly Inc,0,FSLY,,,#¡VALOR!,#¡VALOR!,FSLY
services,FUSE,nyse,Fusion Acquisition Corp. Class A,0,FUSE,,,#¡VALOR!,#¡VALOR!,FUSE
services,FVRR,nyse,Fiverr International,0,FVRR,,,#¡VALOR!,#¡VALOR!,FVRR
services,FXLV,nyse,F45 Training Holdings Inc.,0,FXLV,,,#¡VALOR!,#¡VALOR!,FXLV
services,GHC,nyse,Graham Holdings Co - Class B,0,GHC,,,#¡VALOR!,#¡VALOR!,GHC
services,GLP,nyse,Global Partners LP,0,GLP,,,#¡VALOR!,#¡VALOR!,GLP
services,GME,nyse,GameStop Corp New,0,GME,,,#¡VALOR!,#¡VALOR!,GME
services,GPC,nyse,Genuine Parts Co,0,GPC,,,#¡VALOR!,#¡VALOR!,GPC
services,GPI,nyse,Group 1 Automotive Inc,0,GPI,,,#¡VALOR!,#¡VALOR!,GPI
services,GPS,nyse,"Gap, Inc.",0,GPS,,,#¡VALOR!,#¡VALOR!,GPS
services,GTN,nyse,Gray Television Inc,0,GTN,,,#¡VALOR!,#¡VALOR!,GTN
services,GWW,nyse,WW Grainger Inc,0,GWW,,,#¡VALOR!,#¡VALOR!,GWW
services,H,nyse,Hyatt Hotels Corp,0,H,,,#¡VALOR!,#¡VALOR!,H
services,HD,nyse,Home Depot Inc,0,HD,,,#¡VALOR!,#¡VALOR!,HD
services,HLT,nyse,Hilton Worldwide Holdings Inc,0,HLT,,,#¡VALOR!,#¡VALOR!,HLT
services,HRI,nyse,Herc Holdings,0,HRI,,,#¡VALOR!,#¡VALOR!,HRI
services,HTZZ,nyse,Hertz Global Holdings Inc,0,HTZZ,,,#¡VALOR!,#¡VALOR!,HTZZ
services,HZAC,nyse,Horizon Acquisition Corporation,0,HZAC,,,#¡VALOR!,#¡VALOR!,HZAC
services,IPG,nyse,Interpublic Group of Companies Inc,0,IPG,,,#¡VALOR!,#¡VALOR!,IPG
services,IS,nyse,IronSource LLC,0,IS,,,#¡VALOR!,#¡VALOR!,IS
services,J,nyse,Jacobs Engineering Group Inc,0,J,,,#¡VALOR!,#¡VALOR!,J
services,JMIA,nyse,Jumia Technologies AG,0,JMIA,,,#¡VALOR!,#¡VALOR!,JMIA
services,JWN,nyse,Nordstrom Inc,0,JWN,,,#¡VALOR!,#¡VALOR!,JWN
services,KBR,nyse,KBR Inc,0,KBR,,,#¡VALOR!,#¡VALOR!,KBR
services,KMX,nyse,CarMax Inc,0,KMX,,,#¡VALOR!,#¡VALOR!,KMX
services,KNX,nyse,Knight-Swift Transportation Holdings Inc.,0,KNX,,,#¡VALOR!,#¡VALOR!,KNX
services,KSS,nyse,Kohl's Corp,0,KSS,,,#¡VALOR!,#¡VALOR!,KSS
services,LCID,nyse,Lucid Group Inc,0,LCID,,,#¡VALOR!,#¡VALOR!,LCID
services,LUV,nyse,Southwest Airlines Co,0,LUV,,,#¡VALOR!,#¡VALOR!,LUV
services,LVS,nyse,Las Vegas Sands Corp,0,LVS,,,#¡VALOR!,#¡VALOR!,LVS
services,LYV,nyse,Live Nation Entertainment Inc,0,LYV,,,#¡VALOR!,#¡VALOR!,LYV
services,MAN,nyse,Manpower Inc Doing Business As ManpowerGroup,0,MAN,,,#¡VALOR!,#¡VALOR!,MAN
services,MAXR,nyse,Maxar Technologies Inc,0,MAXR,,,#¡VALOR!,#¡VALOR!,MAXR
services,MBT,nyse,Mobile TeleSystems PJSC,0,MBT,,,#¡VALOR!,#¡VALOR!,MBT
services,MCD,nyse,McDonald's,0,MCD,,,#¡VALOR!,#¡VALOR!,MCD
services,MCO,nyse,Moody's Corp.,0,MCO,,,#¡VALOR!,#¡VALOR!,MCO
services,MDP,nyse,Meredith Corp,0,MDP,,,#¡VALOR!,#¡VALOR!,MDP
services,MGM,nyse,MGM Resorts International,0,MGM,,,#¡VALOR!,#¡VALOR!,MGM
services,MUSA,nyse,Murphy USA Inc,0,MUSA,,,#¡VALOR!,#¡VALOR!,MUSA
services,NPTN,nyse,NeoPhotonics Corp.,0,NPTN,,,#¡VALOR!,#¡VALOR!,NPTN
services,NSTB,nyse,Northern Star Investment Corp. II,0,NSTB,,,#¡VALOR!,#¡VALOR!,NSTB
services,NYT,nyse,The New York Times Co,0,NYT,,,#¡VALOR!,#¡VALOR!,NYT
services,OMC,nyse,Omnicom Group Inc,0,OMC,,,#¡VALOR!,#¡VALOR!,OMC
services,OMI,nyse,Owens & Minor Inc,0,OMI,,,#¡VALOR!,#¡VALOR!,OMI
services,OUT,nyse,Outfront Media,0,OUT,,,#¡VALOR!,#¡VALOR!,OUT
services,PD,nyse,PagerDuty Inc,0,PD,,,#¡VALOR!,#¡VALOR!,PD
services,PLAN,nyse,Anaplan Inc,0,PLAN,,,#¡VALOR!,#¡VALOR!,PLAN
services,POLY.US,nyse,Plantronics Inc,5,POLY,.US,,#¡VALOR!,#¡VALOR!,POLY
services,QSR,nyse,Restaurant Brands International Inc.,0,QSR,,,#¡VALOR!,#¡VALOR!,QSR
services,QTWO,nyse,Q2 Holdings Inc,0,QTWO,,,#¡VALOR!,#¡VALOR!,QTWO
services,R,nyse,Ryder System Inc,0,R,,,#¡VALOR!,#¡VALOR!,R
services,RAD,nyse,Rite Aid Corp,0,RAD,,,#¡VALOR!,#¡VALOR!,RAD
services,RHI,nyse,Robert Half International Inc,0,RHI,,,#¡VALOR!,#¡VALOR!,RHI
services,RNG,nyse,RingCentral Inc,0,RNG,,,#¡VALOR!,#¡VALOR!,RNG
services,RRD,nyse,R.R.Donnelley & Sons Co,0,RRD,,,#¡VALOR!,#¡VALOR!,RRD
services,RSKD,nyse,Riskified Inc.,0,RSKD,,,#¡VALOR!,#¡VALOR!,RSKD
services,RVLV,nyse,Revolve Group Inc,0,RVLV,,,#¡VALOR!,#¡VALOR!,RVLV
services,SAH,nyse,Sonic Automotive Inc,0,SAH,,,#¡VALOR!,#¡VALOR!,SAH
services,SAVE,nyse,Spirit Airlines,0,SAVE,,,#¡VALOR!,#¡VALOR!,SAVE
services,SCI,nyse,Service Corp Intl,0,SCI,,,#¡VALOR!,#¡VALOR!,SCI
services,SIG,nyse,Signet Jewelers LTD,0,SIG,,,#¡VALOR!,#¡VALOR!,SIG
services,SIX,nyse,Six Flags Entertainment Corporation,0,SIX,,,#¡VALOR!,#¡VALOR!,SIX
services,SKM,nyse,SK Telecom Co Ltd,0,SKM,,,#¡VALOR!,#¡VALOR!,SKM
services,SMWB,nyse,Similarweb,0,SMWB,,,#¡VALOR!,#¡VALOR!,SMWB
services,SNOW,nyse,Snowflake Inc.,0,SNOW,,,#¡VALOR!,#¡VALOR!,SNOW
services,SNX.US,nyse,Synnex Corp,4,SNX,.US,,#¡VALOR!,#¡VALOR!,SNX
services,SPGI,nyse,S&P Global Inc,0,SPGI,,,#¡VALOR!,#¡VALOR!,SPGI
services,SQ,nyse,"Square, Inc.",0,SQ,,,#¡VALOR!,#¡VALOR!,SQ
services,SQSP,nyse,Squarespace,0,SQSP,,,#¡VALOR!,#¡VALOR!,SQSP
services,SWCH,nyse,Switch Inc,0,SWCH,,,#¡VALOR!,#¡VALOR!,SWCH
services,SYY,nyse,Sysco Corp,0,SYY,,,#¡VALOR!,#¡VALOR!,SYY
services,TBLA,nyse,Taboola.com Ltd.,0,TBLA,,,#¡VALOR!,#¡VALOR!,TBLA
services,TGNA,nyse,TEGNA Inc,0,TGNA,,,#¡VALOR!,#¡VALOR!,TGNA
services,TJX,nyse,TJX Companies Inc,0,TJX,,,#¡VALOR!,#¡VALOR!,TJX
services,TMX,nyse,Terminix Global Holdings Inc,0,TMX,,,#¡VALOR!,#¡VALOR!,TMX
services,TNL,nyse,Travel + Leisure Co,0,TNL,,,#¡VALOR!,#¡VALOR!,TNL
services,TV,nyse,"Grupo Televisa, S.A.B.",0,TV,,,#¡VALOR!,#¡VALOR!,TV
services,UBER,nyse,Uber,0,UBER,,,#¡VALOR!,#¡VALOR!,UBER
services,UNFI,nyse,United Natural Foods Inc,0,UNFI,,,#¡VALOR!,#¡VALOR!,UNFI
services,URI,nyse,United Rentals Inc,0,URI,,,#¡VALOR!,#¡VALOR!,URI
services,VIPS,nyse,Vipshop Holdings Ltd,0,VIPS,,,#¡VALOR!,#¡VALOR!,VIPS
services,W,nyse,Wayfair Inc.,0,W,,,#¡VALOR!,#¡VALOR!,W
services,WBT,nyse,Welbilt Inc,0,WBT,,,#¡VALOR!,#¡VALOR!,WBT
services,WCC,nyse,WESCO International Inc,0,WCC,,,#¡VALOR!,#¡VALOR!,WCC
services,WMT,nyse,Walmart Inc.,0,WMT,,,#¡VALOR!,#¡VALOR!,WMT
services,WSM,nyse,Williams-Sonoma Inc,0,WSM,,,#¡VALOR!,#¡VALOR!,WSM
services,WSO,nyse,Watsco Inc,0,WSO,,,#¡VALOR!,#¡VALOR!,WSO
services,WWE,nyse,World Wrestling Entertainment Inc,0,WWE,,,#¡VALOR!,#¡VALOR!,WWE
services,YUM,nyse,Yum Brands Inc,0,YUM,,,#¡VALOR!,#¡VALOR!,YUM
services,ZH,nyse,Zhihu Inc,0,ZH,,,#¡VALOR!,#¡VALOR!,ZH
technology,AMX,nyse,"America Movil, S.A.B. de C.V.",0,AMX,,,#¡VALOR!,#¡VALOR!,AMX
technology,APH,nyse,Amphenol Corporation (New),0,APH,,,#¡VALOR!,#¡VALOR!,APH
